loan_id,borrower_id,loan_type,disbursement_date,loan_amount,interest_rate,tenure_months,emi,outstanding_principal,dpd_bucket,months_active,base_risk_score,vintage,ticket_size,payment_delayed_5d,partial_payment,segment_high_default
LN02818,BR23466,Personal,2023-12-28,571000.0,16.46,12,51931.7,85650.0,Current,12,0.1746,6-12M,2-10L,True,True,False
LN02819,BR11362,Business,2024-10-30,1137000.0,18.43,24,57000.22,371893.75,Closed,19,0.1743,12-24M,10-50L,False,False,False
LN02820,BR67105,Personal,2025-06-30,768000.0,14.95,24,37219.5,468800.0,Current,11,0.1595,6-12M,2-10L,True,True,False
LN02821,BR58349,Business,2025-02-17,4557000.0,14.7,36,157301.25,2943062.5,Current,15,0.137,12-24M,10-50L,True,False,False
LN02822,BR16880,Auto,2026-01-21,1992000.0,9.77,84,32833.31,1911371.43,Current,4,0.12,0-6M,10-50L,True,False,False
LN02823,BR49883,Home,2025-11-04,5682000.0,8.83,240,50502.85,5561257.5,Current,6,0.07,0-6M,50L+,True,False,False
LN02824,BR90314,Personal,2024-08-09,215000.0,14.31,12,19335.6,32250.0,30 DPD,12,0.1531,6-12M,2-10L,True,True,False
LN02825,BR28056,Home,2024-07-28,2540000.0,11.43,300,25688.41,2381673.33,30 DPD,22,0.03,12-24M,10-50L,True,False,False
LN02826,BR51855,Auto,2023-07-03,353000.0,12.55,84,6335.72,231551.19,Current,34,0.0855,24M+,2-10L,False,False,False
LN02827,BR64171,Auto,2022-10-23,1921000.0,8.02,48,46915.26,458238.54,Current,43,0.08,24M+,10-50L,True,True,False
LN02828,BR79152,Personal,2022-05-04,746000.0,23.08,48,23943.11,111900.0,90+ DPD,48,0.2408,24M+,2-10L,True,False,True
LN02829,BR74238,Auto,2022-11-05,1578000.0,8.64,48,38999.41,404362.5,Current,42,0.08,24M+,10-50L,True,False,False
LN02830,BR73269,Home,2024-04-12,3084000.0,8.32,240,26413.37,2810937.5,Current,25,0.03,24M+,10-50L,True,False,False
LN02831,BR48828,Auto,2025-07-27,443000.0,11.28,48,11509.9,364552.08,Current,10,0.08,6-12M,2-10L,True,True,False
LN02832,BR41768,Business,2024-02-09,1336000.0,21.78,24,69164.15,200400.0,60 DPD,24,0.2078,12-24M,10-50L,True,True,False
LN02833,BR74828,Business,2025-08-25,3000000.0,13.7,36,102096.31,2362500.0,Current,9,0.127,6-12M,10-50L,True,True,False
LN02834,BR38329,Personal,2024-11-22,368000.0,14.68,12,33159.52,55200.0,Closed,12,0.1568,6-12M,2-10L,False,False,False
LN02835,BR23701,Personal,2023-12-05,779000.0,12.57,48,20732.75,378951.04,60 DPD,29,0.1357,24M+,2-10L,True,True,False
LN02836,BR79159,Auto,2024-11-30,201000.0,12.17,60,4488.42,149745.0,Current,18,0.0817,12-24M,2-10L,False,False,False
LN02837,BR95890,Business,2024-05-03,1796000.0,13.86,48,48952.31,1032700.0,Current,24,0.1286,12-24M,10-50L,True,False,False
LN02838,BR27047,Auto,2023-04-04,1483000.0,12.82,48,39652.82,511326.04,Current,37,0.0882,24M+,10-50L,False,False,False
LN02839,BR69301,Personal,2024-01-18,239000.0,23.4,24,12564.73,35850.0,Current,24,0.244,12-24M,2-10L,True,True,True
LN02840,BR46416,Business,2023-11-04,2558000.0,20.46,36,95665.06,746083.33,Current,30,0.1946,24M+,10-50L,True,False,False
LN02841,BR85660,Home,2025-03-01,4820000.0,8.21,300,37874.55,4628806.67,Current,14,0.03,12-24M,10-50L,False,False,False
LN02842,BR24047,Home,2025-04-05,5837000.0,7.6,120,69591.25,5299509.58,Current,13,0.06,12-24M,50L+,False,False,False
LN02843,BR70404,Home,2024-09-26,8032000.0,10.56,120,108649.81,6894133.33,Closed,20,0.06,12-24M,50L+,False,False,False
LN02844,BR96754,Home,2024-08-03,9186000.0,7.58,180,85573.5,8275055.0,Closed,21,0.03,12-24M,50L+,False,False,False
LN02845,BR82129,Home,2024-02-11,8086000.0,9.94,300,73135.81,7467421.0,60 DPD,27,0.03,24M+,50L+,True,False,False
LN02846,BR29742,Personal,2024-02-06,152000.0,22.48,12,14261.48,22800.0,Current,12,0.2848,6-12M,<2L,True,True,True
LN02847,BR53743,Home,2023-04-09,8903000.0,10.14,300,81781.93,7969668.83,Current,37,0.03,24M+,50L+,True,False,False
LN02848,BR22820,Auto,2023-08-12,1648000.0,12.61,36,55218.56,363933.33,Current,33,0.0861,24M+,10-50L,True,True,False
LN02849,BR65389,Personal,2022-06-13,435000.0,21.34,12,40575.51,65250.0,Current,12,0.2234,6-12M,2-10L,True,True,True
LN02850,BR33153,Personal,2024-06-08,341000.0,11.79,24,16018.63,63227.08,Current,23,0.13,12-24M,2-10L,True,False,False
LN02851,BR77976,Business,2023-02-12,910000.0,18.48,48,26960.04,281531.25,Current,39,0.1748,24M+,2-10L,True,False,False
LN02852,BR94717,Home,2025-06-22,4651000.0,10.56,300,44113.35,4506043.83,Current,11,0.03,6-12M,10-50L,False,False,False
LN02853,BR16964,Personal,2025-06-18,495000.0,20.92,24,25416.45,302156.25,Current,11,0.2192,6-12M,2-10L,True,True,True
LN02854,BR18630,Auto,2022-11-10,507000.0,14.28,36,17397.09,76050.0,Current,36,0.1028,24M+,2-10L,True,False,False
LN02855,BR91293,Auto,2025-07-09,1787000.0,11.4,84,30974.92,1606172.62,Current,10,0.08,6-12M,10-50L,True,True,False
LN02856,BR38821,Home,2023-11-21,9271000.0,11.55,300,94575.97,8482965.0,Current,30,0.03,24M+,50L+,True,False,False
LN02857,BR36683,Home,2023-04-23,3470000.0,9.27,240,31825.57,3015285.42,Current,37,0.03,24M+,10-50L,False,False,False
LN02858,BR88159,Personal,2022-07-07,265000.0,14.13,36,9073.81,39750.0,Current,36,0.1513,24M+,2-10L,True,True,False
LN02859,BR75960,Business,2026-01-25,814000.0,18.78,48,24244.3,756341.67,60 DPD,4,0.2178,0-6M,2-10L,True,False,False
LN02860,BR41276,Personal,2023-05-31,308000.0,11.33,60,6747.47,150920.0,Current,36,0.13,24M+,2-10L,True,True,False
LN02861,BR31842,Personal,2024-04-26,626000.0,22.45,24,32615.0,93900.0,30 DPD,24,0.2345,12-24M,2-10L,True,False,True
LN02862,BR28590,Personal,2024-03-22,398000.0,16.85,24,19649.35,59700.0,Current,24,0.1785,12-24M,2-10L,True,True,False
LN02863,BR53785,Business,2022-05-08,3933000.0,17.13,24,194702.19,589950.0,Current,24,0.1613,12-24M,10-50L,True,True,False
LN02864,BR20089,Auto,2025-02-02,1725000.0,8.07,36,54110.95,1114062.5,Current,15,0.08,12-24M,10-50L,True,True,False
LN02865,BR72105,Home,2026-01-12,9165000.0,10.83,180,103192.84,8991883.33,Current,4,0.07,0-6M,50L+,True,False,False
LN02866,BR71940,Home,2023-05-07,5767000.0,9.06,120,73241.32,4296415.0,Current,36,0.06,24M+,50L+,True,False,False
LN02867,BR84352,Home,2025-10-31,6898000.0,9.38,120,88805.86,6555974.17,Current,7,0.06,6-12M,50L+,True,True,False
LN02868,BR31928,Auto,2024-10-21,1750000.0,9.08,60,36395.11,1278958.33,Current,19,0.08,12-24M,10-50L,False,False,False
LN02869,BR53997,Home,2025-07-23,4672000.0,10.59,180,51905.22,4451377.78,Current,10,0.03,6-12M,10-50L,True,True,False
LN02870,BR81527,Personal,2023-05-03,530000.0,22.35,48,16799.09,192125.0,30 DPD,36,0.2335,24M+,2-10L,True,True,True
LN02871,BR57748,Home,2022-05-14,9199000.0,11.97,240,101096.58,7635170.0,Current,48,0.03,24M+,50L+,True,False,False
LN02872,BR49470,Personal,2026-01-04,225000.0,23.33,48,7252.32,209062.5,Current,4,0.2833,0-6M,2-10L,True,False,True
LN02873,BR88085,Business,2023-03-08,940000.0,12.15,48,24823.09,307458.33,Current,38,0.1115,24M+,2-10L,True,True,False
LN02874,BR78066,Personal,2025-06-15,797000.0,12.93,48,21353.83,641751.04,Current,11,0.1393,6-12M,2-10L,True,False,False
LN02875,BR38869,Home,2025-04-04,8636000.0,7.59,120,102916.96,7840768.33,60 DPD,13,0.06,12-24M,50L+,True,True,False
LN02876,BR42029,Home,2024-01-31,3493000.0,11.38,180,40538.78,3031147.78,Current,28,0.03,24M+,10-50L,False,False,False
LN02877,BR21701,Personal,2023-09-02,565000.0,19.6,60,14843.57,308866.67,30 DPD,32,0.206,24M+,2-10L,True,True,True
LN02878,BR45903,Personal,2023-12-20,76000.0,16.02,24,3721.92,11400.0,30 DPD,24,0.2202,12-24M,<2L,True,True,False
LN02879,BR79062,Personal,2023-07-26,657000.0,21.3,60,17885.11,340545.0,30 DPD,34,0.223,24M+,2-10L,True,True,True
LN02880,BR55723,Home,2024-08-06,6459000.0,10.22,180,70280.64,5818482.5,Current,21,0.03,12-24M,50L+,True,False,False
LN02881,BR46208,Auto,2023-11-23,965000.0,9.93,60,20470.18,554875.0,Current,30,0.08,24M+,2-10L,True,True,False
LN02882,BR78167,Personal,2025-01-06,452000.0,16.56,36,16016.23,281244.44,Closed,16,0.1756,12-24M,2-10L,False,False,False
LN02883,BR69641,Home,2022-08-26,1820000.0,10.73,240,18452.56,1529937.5,Current,45,0.03,24M+,10-50L,False,False,False
LN02884,BR11092,Personal,2024-02-21,198000.0,16.07,60,4822.34,122265.0,90+ DPD,27,0.2207,24M+,<2L,True,True,False
LN02885,BR29690,Personal,2025-04-05,488000.0,15.51,48,13707.9,375658.33,60 DPD,13,0.1651,12-24M,2-10L,True,False,False
LN02886,BR31313,Home,2022-08-03,5835000.0,8.42,240,50342.43,4905046.88,Current,45,0.03,24M+,50L+,True,False,False
LN02887,BR48630,Personal,2023-05-10,710000.0,16.36,36,25087.87,106500.0,Current,36,0.1736,24M+,2-10L,True,False,False
LN02888,BR47095,Home,2023-07-17,1321000.0,9.74,120,17267.48,1002859.17,Closed,34,0.06,24M+,10-50L,False,False,False
LN02889,BR10667,Home,2025-10-15,6030000.0,10.68,120,81974.76,5731012.5,Current,7,0.06,6-12M,50L+,False,False,False
LN02890,BR10084,Personal,2024-02-10,239000.0,21.44,48,7457.48,124728.13,60 DPD,27,0.2244,24M+,2-10L,True,True,True
LN02891,BR47128,Business,2024-09-04,1112000.0,16.98,24,54969.11,324333.33,30 DPD,20,0.1598,12-24M,10-50L,True,True,False
LN02892,BR83498,Personal,2022-05-10,95000.0,14.89,60,2254.56,30400.0,60 DPD,48,0.2089,24M+,<2L,True,False,False
LN02893,BR28696,Personal,2025-08-08,582000.0,17.71,24,28974.34,396487.5,Current,9,0.1871,6-12M,2-10L,True,True,False
LN02894,BR20579,Personal,2023-08-31,57000.0,21.41,24,2940.47,8550.0,Current,24,0.2741,12-24M,<2L,True,False,True
LN02895,BR56482,Personal,2024-11-09,505000.0,15.05,36,17518.36,290375.0,Closed,18,0.1605,12-24M,2-10L,False,False,False
LN02896,BR62312,Home,2022-07-07,3841000.0,7.89,180,36463.1,3006649.44,Current,46,0.03,24M+,10-50L,False,False,False
LN02897,BR88255,Personal,2024-08-14,191000.0,16.28,12,17354.91,28650.0,30 DPD,12,0.2228,6-12M,<2L,True,True,False
LN02898,BR98987,Auto,2025-02-11,675000.0,8.08,60,13712.42,531562.5,Current,15,0.08,12-24M,2-10L,False,False,False
LN02899,BR36149,Home,2022-11-04,6452000.0,11.83,240,70278.89,5492265.0,Current,42,0.03,24M+,50L+,False,False,False
LN02900,BR36151,Home,2025-04-29,5241000.0,10.08,240,50854.89,4999695.62,Current,13,0.03,12-24M,50L+,True,False,False
LN02901,BR84273,Business,2024-05-17,4228000.0,15.23,48,118161.93,2431100.0,Current,24,0.1423,12-24M,10-50L,True,False,False
LN02902,BR67264,Personal,2023-01-10,247000.0,17.31,48,7166.87,72041.67,Current,40,0.1831,24M+,2-10L,True,True,False
LN02903,BR51059,Auto,2025-04-23,1106000.0,8.47,36,34898.32,766519.44,Current,13,0.08,12-24M,10-50L,True,False,False
LN02904,BR66055,Auto,2024-01-30,1651000.0,10.03,84,27434.15,1183216.67,Current,28,0.08,24M+,10-50L,True,False,False
LN02905,BR70461,Auto,2023-09-23,968000.0,14.22,72,20060.57,602311.11,Current,32,0.1022,24M+,2-10L,True,True,False
LN02906,BR65170,Auto,2022-12-14,1146000.0,12.84,36,38525.01,171900.0,Closed,36,0.0884,24M+,10-50L,False,False,False
LN02907,BR49634,Business,2025-04-19,2731000.0,15.13,24,132585.78,1473602.08,30 DPD,13,0.1413,12-24M,10-50L,True,True,False
LN02908,BR26682,Auto,2022-10-31,596000.0,10.72,48,15323.02,142170.83,60 DPD,43,0.08,24M+,2-10L,True,True,False
LN02909,BR61466,Business,2025-10-14,3760000.0,16.04,48,106636.5,3293916.67,Current,7,0.1504,6-12M,10-50L,True,True,False
LN02910,BR70661,Personal,2023-10-29,317000.0,14.34,24,15271.05,47550.0,Current,24,0.1534,12-24M,2-10L,True,True,False
LN02911,BR21096,Personal,2023-07-04,607000.0,13.9,60,14092.38,314628.33,60 DPD,34,0.149,24M+,2-10L,True,True,False
LN02912,BR95181,Home,2024-07-27,4473000.0,11.92,120,63967.86,3775957.5,Current,22,0.06,12-24M,10-50L,True,True,False
LN02913,BR48086,Personal,2024-03-20,110000.0,11.71,12,9758.45,16500.0,Current,12,0.18,6-12M,<2L,True,True,False
LN02914,BR25917,Home,2024-03-24,6394000.0,9.38,300,55331.73,5922975.33,Current,26,0.03,24M+,50L+,False,False,False
LN02915,BR83668,Home,2024-12-08,1485000.0,9.82,120,19476.67,1306181.25,Current,17,0.06,12-24M,10-50L,True,False,False
LN02916,BR98562,Home,2025-04-27,2346000.0,7.97,300,18060.21,2259589.0,Current,13,0.03,12-24M,10-50L,True,False,False
LN02917,BR10845,Personal,2024-05-25,126000.0,18.73,24,6334.97,18900.0,30 DPD,24,0.2473,12-24M,<2L,True,True,True
LN02918,BR25035,Personal,2022-08-03,239000.0,12.84,48,6392.81,48546.88,Current,45,0.1384,24M+,2-10L,True,True,False
LN02919,BR25864,Business,2026-01-31,4346000.0,14.3,24,209280.45,3730316.67,Current,4,0.173,0-6M,10-50L,True,True,False
LN02920,BR23579,Personal,2025-07-17,207000.0,17.14,60,5160.08,177675.0,Current,10,0.1814,6-12M,2-10L,True,True,False
LN02921,BR68171,Personal,2025-12-12,554000.0,17.56,48,16146.65,504947.92,Current,5,0.2256,0-6M,2-10L,True,False,False
LN02922,BR49311,Business,2025-10-10,1240000.0,20.04,60,32880.02,1117033.33,30 DPD,7,0.1904,6-12M,10-50L,True,True,False
LN02923,BR40792,Auto,2023-05-17,429000.0,10.79,72,8119.55,246675.0,Current,36,0.08,24M+,2-10L,True,False,False
LN02924,BR99302,Personal,2024-08-16,241000.0,14.05,60,5613.9,169302.5,Current,21,0.1505,12-24M,2-10L,True,True,False
LN02925,BR66669,Home,2022-05-25,4703000.0,11.76,300,48701.14,4063392.0,Current,48,0.03,24M+,10-50L,False,False,False
LN02926,BR28571,Personal,2022-07-09,780000.0,13.61,24,37306.5,117000.0,Closed,24,0.1461,12-24M,2-10L,False,False,False
LN02927,BR81654,Auto,2025-02-16,810000.0,9.0,48,20156.88,594843.75,60 DPD,15,0.08,12-24M,2-10L,True,False,False
LN02928,BR47938,Business,2023-06-01,1890000.0,18.59,36,68888.72,328125.0,Current,35,0.1759,24M+,10-50L,True,True,False
LN02929,BR97516,Home,2022-10-14,5246000.0,9.73,120,68544.31,3648155.83,Current,43,0.06,24M+,50L+,False,False,False
LN02930,BR24068,Auto,2023-11-22,358000.0,12.68,60,8087.08,205850.0,Current,30,0.0868,24M+,2-10L,True,False,False
LN02931,BR29420,Business,2023-10-01,760000.0,13.41,60,17452.26,426233.33,60 DPD,31,0.1241,24M+,2-10L,True,False,False
LN02932,BR83952,Auto,2024-06-30,987000.0,10.82,36,32229.05,451004.17,Current,23,0.08,12-24M,2-10L,False,False,False
LN02933,BR14467,Personal,2026-01-09,430000.0,12.21,48,11367.94,399541.67,Current,4,0.1721,0-6M,2-10L,True,False,False
LN02934,BR56494,Home,2025-11-05,7873000.0,8.66,300,64246.66,7739159.0,Current,6,0.07,0-6M,50L+,True,True,False
LN02935,BR70076,Home,2023-06-18,9928000.0,10.59,180,110298.59,8287122.22,Current,35,0.03,24M+,50L+,False,False,False
LN02936,BR56890,Auto,2026-01-13,947000.0,13.38,60,21731.82,893336.67,Current,4,0.1338,0-6M,2-10L,False,False,False
LN02937,BR78820,Personal,2023-04-07,142000.0,13.24,60,3248.41,67568.33,60 DPD,37,0.1924,24M+,<2L,True,True,False
LN02938,BR95972,Home,2023-03-18,8612000.0,9.06,300,72625.76,7684774.67,Current,38,0.03,24M+,50L+,True,False,False
LN02939,BR83812,Auto,2024-02-11,1477000.0,12.1,48,38967.63,770809.38,Current,27,0.081,24M+,10-50L,True,True,False
LN02940,BR28355,Personal,2023-07-05,483000.0,15.12,36,16771.75,95258.33,Current,34,0.1612,24M+,2-10L,True,False,False
LN02941,BR61633,Personal,2022-05-24,795000.0,12.22,36,26488.99,119250.0,Current,36,0.1322,24M+,2-10L,True,False,False
LN02942,BR71833,Personal,2022-06-20,709000.0,14.57,12,63849.37,106350.0,Current,12,0.1557,6-12M,2-10L,True,True,False
LN02943,BR76450,Auto,2022-05-23,792000.0,10.74,84,13452.94,407314.29,90+ DPD,48,0.08,24M+,2-10L,True,False,False
LN02944,BR52477,Personal,2024-08-19,307000.0,16.04,60,7472.17,215667.5,90+ DPD,21,0.1704,12-24M,2-10L,True,True,False
LN02945,BR90933,Auto,2022-10-30,1121000.0,14.6,84,21380.86,633231.55,Current,43,0.106,24M+,10-50L,True,False,False
LN02946,BR30863,Personal,2025-09-15,427000.0,18.39,48,12630.31,366508.33,Closed,8,0.1939,6-12M,2-10L,False,False,True
LN02947,BR75461,Business,2025-07-18,721000.0,17.73,36,25968.33,550763.89,Current,10,0.1673,6-12M,2-10L,True,True,False
LN02948,BR41013,Business,2024-04-09,1589000.0,20.76,60,42773.54,1026229.17,Current,25,0.1976,24M+,10-50L,True,True,False
LN02949,BR60342,Personal,2025-02-09,599000.0,23.1,12,56380.63,89850.0,60 DPD,12,0.241,6-12M,2-10L,True,True,True
LN02950,BR42831,Auto,2025-09-22,990000.0,8.31,72,17508.14,896500.0,Current,8,0.08,6-12M,2-10L,False,False,False
LN02951,BR19552,Business,2025-11-16,2616000.0,12.29,24,123498.78,2060100.0,Current,6,0.1529,0-6M,10-50L,True,True,False
LN02952,BR13861,Auto,2023-12-27,1067000.0,8.87,72,19164.48,701700.69,Current,29,0.08,24M+,10-50L,True,True,False
LN02953,BR68918,Personal,2024-04-14,98000.0,18.25,24,4904.41,14700.0,90+ DPD,24,0.2425,12-24M,<2L,True,True,True
LN02954,BR85206,Home,2025-05-04,5552000.0,11.18,300,55139.89,5363232.0,Current,12,0.03,6-12M,50L+,False,False,False
LN02955,BR67345,Business,2024-12-27,3270000.0,12.13,36,108813.94,1957458.33,Current,17,0.1113,12-24M,10-50L,True,True,False
LN02956,BR31245,Auto,2024-10-27,952000.0,11.96,60,21157.48,695753.33,Current,19,0.08,12-24M,2-10L,True,False,False
LN02957,BR35204,Home,2023-02-14,4152000.0,11.63,300,42599.02,3693204.0,Current,39,0.03,24M+,10-50L,True,False,False
LN02958,BR97642,Personal,2022-10-27,554000.0,10.56,12,48849.81,83100.0,Closed,12,0.13,6-12M,2-10L,False,False,False
LN02959,BR28423,Business,2024-12-11,1006000.0,12.95,24,47803.45,400304.17,Closed,17,0.1195,12-24M,10-50L,False,False,False
LN02960,BR84487,Personal,2024-01-26,330000.0,13.39,12,29535.12,49500.0,Current,12,0.1439,6-12M,2-10L,True,True,False
LN02961,BR94178,Home,2024-03-05,4986000.0,7.65,120,59575.78,4067745.0,Current,26,0.06,24M+,10-50L,False,False,False
LN02962,BR37194,Personal,2023-04-21,658000.0,19.81,60,17363.49,313098.33,30 DPD,37,0.2081,24M+,2-10L,True,True,True
LN02963,BR56725,Auto,2023-06-06,1457000.0,10.18,84,24323.65,940979.17,90+ DPD,35,0.08,24M+,10-50L,True,True,False
LN02964,BR18802,Personal,2022-12-14,254000.0,21.73,60,6976.27,106468.33,Current,41,0.2273,24M+,2-10L,True,False,True
LN02965,BR19288,Business,2023-09-09,2722000.0,12.1,60,60687.03,1488026.67,Current,32,0.111,24M+,10-50L,True,False,False
LN02966,BR77796,Personal,2025-08-24,292000.0,18.31,60,7464.21,254770.0,30 DPD,9,0.1931,6-12M,2-10L,True,False,True
LN02967,BR40221,Personal,2025-07-09,758000.0,15.43,36,26436.21,579027.78,30 DPD,10,0.1643,6-12M,2-10L,True,True,False
LN02968,BR12954,Business,2022-09-18,4012000.0,19.55,24,203313.07,601800.0,Current,24,0.1855,12-24M,10-50L,True,True,False
LN02969,BR42949,Home,2024-06-17,6641000.0,10.37,180,72875.23,5919713.61,Current,23,0.03,12-24M,50L+,True,False,False
LN02970,BR30691,Home,2024-01-30,5984000.0,11.94,300,62759.79,5509269.33,Current,28,0.03,24M+,50L+,True,True,False
LN02971,BR41640,Auto,2025-08-31,1599000.0,14.11,60,37297.18,1395127.5,Current,9,0.1011,6-12M,10-50L,True,False,False
LN02972,BR62326,Personal,2022-08-29,113000.0,17.02,60,2809.56,40962.5,60 DPD,45,0.2302,24M+,<2L,True,True,False
LN02973,BR24532,Home,2023-01-09,8463000.0,9.5,120,109509.15,6065150.0,Current,40,0.06,24M+,50L+,True,False,False
LN02974,BR14230,Home,2024-08-11,5744000.0,7.67,300,43084.84,5402232.0,Current,21,0.03,12-24M,50L+,True,False,False
LN02975,BR53848,Home,2023-09-21,8452000.0,8.21,240,71804.53,7494106.67,Current,32,0.03,24M+,50L+,False,False,False
LN02976,BR53202,Home,2025-04-21,6342000.0,8.24,120,77752.58,5758007.5,Current,13,0.06,12-24M,50L+,True,False,False
LN02977,BR83905,Personal,2024-10-06,785000.0,15.82,12,71156.87,117750.0,Current,12,0.1682,6-12M,2-10L,True,False,False
LN02978,BR19275,Personal,2025-11-20,178000.0,19.51,60,4667.51,162870.0,90+ DPD,6,0.2951,0-6M,<2L,True,True,True
LN02979,BR20563,Home,2022-09-24,6792000.0,7.9,300,51972.62,5945264.0,Current,44,0.03,24M+,50L+,True,False,False
LN02980,BR15471,Business,2025-05-11,2252000.0,15.13,60,53728.72,1869160.0,60 DPD,12,0.1413,6-12M,10-50L,True,True,False
LN02981,BR39523,Home,2025-11-20,4511000.0,11.39,120,63139.05,4319282.5,Current,6,0.1,0-6M,10-50L,True,True,False
LN02982,BR39852,Business,2023-09-01,1866000.0,20.64,48,57421.28,808600.0,Current,32,0.1964,24M+,10-50L,True,False,False
LN02983,BR35712,Auto,2025-10-10,1875000.0,9.72,36,60254.79,1565104.17,Closed,7,0.08,6-12M,10-50L,False,False,False
LN02984,BR16834,Home,2025-12-25,3471000.0,11.21,300,34547.98,3421827.5,Current,5,0.07,0-6M,10-50L,False,False,False
LN02985,BR66324,Personal,2023-12-21,474000.0,15.08,48,13211.0,230581.25,30 DPD,29,0.1608,24M+,2-10L,True,True,False
LN02986,BR67403,Personal,2023-01-02,534000.0,22.0,48,16824.25,155750.0,30 DPD,40,0.23,24M+,2-10L,True,True,True
LN02987,BR58196,Home,2022-08-20,8679000.0,8.69,120,108491.12,5912568.75,Current,45,0.06,24M+,50L+,True,False,False
LN02988,BR17592,Home,2024-12-31,5055000.0,7.55,240,40877.42,4750646.88,Current,17,0.03,12-24M,50L+,False,False,False
LN02989,BR11317,Home,2024-10-13,6954000.0,10.16,180,75410.19,6330071.67,Current,19,0.03,12-24M,50L+,False,False,False
LN02990,BR80283,Auto,2023-10-09,1228000.0,8.47,48,30250.73,553879.17,Current,31,0.08,24M+,10-50L,True,False,False
LN02991,BR11952,Personal,2025-10-30,497000.0,14.21,60,11618.5,447714.17,Current,7,0.1521,6-12M,2-10L,True,True,False
LN02992,BR26608,Personal,2025-10-07,372000.0,17.98,24,18568.17,279775.0,Current,7,0.1898,6-12M,2-10L,True,True,False
LN02993,BR51173,Personal,2025-01-27,590000.0,19.19,48,17700.28,422833.33,60 DPD,16,0.2019,12-24M,2-10L,True,True,True
LN02994,BR42013,Personal,2022-09-16,616000.0,19.26,36,22661.17,92400.0,Current,36,0.2026,24M+,2-10L,True,True,True
LN02995,BR72744,Home,2025-05-11,5981000.0,7.55,240,48365.55,5726807.5,Current,12,0.03,6-12M,50L+,True,False,False
LN02996,BR42794,Auto,2022-05-28,877000.0,14.6,36,30229.99,131550.0,Current,36,0.106,24M+,2-10L,True,False,False
LN02997,BR56787,Auto,2024-12-06,1258000.0,9.77,84,20735.09,1041594.05,30 DPD,17,0.08,12-24M,10-50L,True,True,False
LN02998,BR58094,Personal,2023-08-07,305000.0,16.93,24,15069.63,45750.0,Current,24,0.1793,12-24M,2-10L,True,True,False
LN02999,BR42008,Personal,2024-06-11,436000.0,12.73,60,9860.18,293936.67,Current,23,0.1373,12-24M,2-10L,True,True,False
LN03000,BR75987,Business,2024-04-18,986000.0,21.32,48,30702.14,549489.58,Current,25,0.2032,24M+,2-10L,True,True,False
LN03001,BR63848,Business,2025-10-13,2864000.0,19.25,24,144718.39,2153966.67,Current,7,0.1825,6-12M,10-50L,True,True,False
LN03002,BR27974,Home,2024-07-08,6670000.0,9.03,300,56111.49,6254236.67,Current,22,0.03,12-24M,50L+,False,False,False
